composition energy_pa bandgap
SmTl -3.917409225 0.0
Hg2Rh -2.62153434667 0.0
PaAs -8.13304711 0.0
CdTe -1.98112854 0.0
NdBi -5.37137761 0.0
HgS -2.16756429 0.0
ErN -8.227905165 0.364
NbB2 -8.51166789 0.0
AlFe -6.35849004 0.0
YbAu2 -3.4960715 0.0
NdSb -5.37910811 0.0
ReC -9.866313405 0.0
NaAs -3.22335928 0.0
HfB -8.733718235 0.0
ThP -7.965434025 0.0
RhC -7.162319665 0.0
ErS -6.298751085 0.0
YbSb -3.46823709 0.0
NbN -10.284464645 0.0
YSe -6.738697925 0.0
AgCN -6.30170388667 3.218
BaAu2 -3.55478057333 0.0
MnB2 -7.74974563667 0.0
Mg2Pb -2.32604096 0.0
CrB2 -7.95870961333 0.0
Mg2Si -2.99835889667 0.281
MgB2 -5.10612964333 0.0
UO -9.26198202 0.0
HfB2 -8.79389932333 0.0
InN -5.22872025 0.331
H -3.32721224 7.225
YbI2 -3.18390826333 3.824
LiZnN -4.09801756333 0.821
Ti2Re -9.63108657 0.0
InN -5.4296532 0.3
TbPPt -6.72520022333 0.0
USb -7.862821675 0.0
Ti2Rh -8.22529722 0.0
Mg2Sn -2.55546423 0.0
ScB2 -7.39990395333 0.0
TiF2 -6.53534606 0.747
ThH2 -5.19737278 0.0
Cu2S -3.90977866333 0.0
SnO2 -6.02839609333 0.623
CIN -5.79354327667 4.343
CrSi2 -7.15756354667 0.0
TmS -6.22814394 0.0
TlC -3.687275155 0.0
DyGa2 -4.19691861667 0.0
YbB2 -5.17776286667 0.0
AlB2 -5.74446877667 0.0
HoBiPt -5.93675288 0.0
LaAg -4.140071085 0.0
YN -8.83804744 2.422
O -4.773989655 0.0
Hf2Hg -6.85530591333 0.0
MnCl2 -5.31741142667 1.807
TlBi2 -3.49333308667 0.0
TmB2 -6.59487571333 0.0
B2Mo -8.34425296333 0.0
K -1.03362839 0.0
CeTe -5.415900165 0.0
ThSiAu -6.14412136333 0.0
GdBiPt -5.96924997 0.0
HoAu2 -4.57825402333 0.0
TbB2 -6.5226577 0.0
LiMgAs -3.45256313333 1.61
ScSbPd -6.25480256 0.649
MgHg2 -0.834051446667 0.0
Ga2Cu -3.33856566 0.0
YB2 -7.17037009333 0.0
SmTe -5.313170025 0.0
YbSi2 -4.48093348667 0.0
Sn2Ir -5.91262038333 0.0
PrO -7.56147003 0.0
SmO -7.593644895 0.0
Te2Rh -4.91363319 0.0
CeC -6.571126145 0.0
BaLiAs -3.77213765 0.951
ScSi2 -6.10055695 0.0
ScAu2 -5.10357869 0.0
Si2Ru -6.92496242 0.0
CaF2 -5.83293669333 7.857
NaI -2.691698355 3.764
UBi -7.55611226 0.0
HfSe2 -6.98559278667 0.591
AlTc2 -8.56938953333 0.0
CaF2 -5.84996186333 7.8
CrH2 -5.35350462333 0.0
CdF2 -3.72719710667 3.306
Al2Cu -3.75939647667 0.0
CaHg2 -1.31346817333 0.0
ZrO2 -9.42920522667 3.344
CaGa2 -3.17138188333 0.0
BePd2 -5.20661151667 0.0
PrN -7.079627675 0.0
PuS -10.98741052 0.0
USi2 -7.70604012667 0.0
MnTePd -5.99279560667 0.0
LiHPd -3.64159206667 0.0
LiZnAs -3.13214580667 1.023
MgAgAs -3.22742018667 0.0
PbI2 -2.91114268 2.368
DySi2 -5.67473934333 0.0
CeBi -5.210376015 0.0
YPPt -7.33500527333 0.0
HfSnPd -7.10045835333 0.602
He 0.03195298 18.407
ReSi2 -7.93942260333 0.0
YAu2 -5.19221054333 0.0
NaHg2 -0.874005063333 0.0
LiInSn -3.07107064333 0.0
K2S -3.17358079 2.438
Si2Ru -7.09589738 0.0
NpC -10.907149065 0.0
CaBiAu -3.83763348667 0.0
DyBi -5.19918012 0.0
Hg2Pt -2.26912160667 0.0
GdGa2 -4.2408585 0.0
HoSi2 -5.65047137667 0.0
Ga2Au -3.34312782667 0.0
SiPt2 -6.56811270667 0.0
CeBi -5.39563091 0.0
TbAg2 -3.74749998 0.0
TmAu2 -4.55678713333 0.0
GdBiPd -5.58760977 0.221
ScSnPt -5.88644765667 0.0
TmSbPt -6.10524552667 0.267
KZnAs -2.81243078667 0.411
BaSn2 -3.88989899667 0.0
ThSi2 -6.70883312667 0.0
Na -1.30151894333 0.0
Hf2Zn -7.23289008333 0.0
Zr2Ag -6.74907211 0.0
SrHg2 -1.23878896 0.0
VTe2 -5.36778603667 0.0
MnCuSb -5.52430100667 0.0
ErBi -5.134213225 0.0
SmPPt -6.74325439 0.0
BiTeI -3.27184876 1.334
Hf2Au -8.16501532333 0.0
Tb2Mg -3.64313085 0.0
Li2Se -3.69689287333 3.305
Hf2Cd -7.00481743667 0.0
Si2W -8.28152720667 0.0
ErAu2 -4.58028622333 0.0
LiSbAu -3.42511058333 0.0
DyPbAu -4.53961991333 0.0
ScSbPt -6.67907092 0.869
TbSbPt -6.15833103667 0.372
Sc -5.60365252 0.0
KZnSb -2.56241922333 0.684
B2W -8.84892804333 0.0
ScNiBi -5.96352441333 0.438
MoS2 -6.95563804333 0.0
ZrAu2 -5.60169401333 0.0
BaSi2 -4.57954439333 0.0
HoGa2 -4.17301926 0.0
Er2Mg -3.58517941333 0.0
Te2Ir -5.30706324 0.0
Ti2Zn -5.74952178667 0.0
SmB2 -6.41406567 0.0
HoCd2 -2.44157418667 0.0
TmAg2 -3.71833176333 0.0
MnTe -6.121256705 0.0
CrO -7.548894115 0.0
CsF -3.98880264 5.709
HoBiPd -5.54320282667 0.0
Si2Mo -7.72927462333 0.0
LuB2 -6.64901229333 0.0
ThAu2 -5.37264303333 0.0
HfS2 -7.64712503667 1.349
TaS2 -7.72374418 0.0
HoHg2 -2.09692797667 0.0
SnSe2 -4.00026818333 0.759
V2H -7.22430229667 0.0
Al2Os -6.80103874 0.418
GeTe -3.970567105 0.752
DyBiPd -5.55841143333 0.245
ThSnPt -6.90262718 0.953
DyAu2 -4.57822637333 0.0
DyC2 -7.87582493333 0.0
TiSe2 -6.00576929 0.0
ZnBr2 -2.33405896 3.244
EuSi2 -4.71242486333 0.0
NbAu2 -5.66203091333 0.0
CdI2 -1.89836285 2.438
YbZn -1.498477155 0.0
CoTe2 -4.66080344 0.0
LaHg2 -2.32796408333 0.0
GdPbAu -4.57348685333 0.0
VNiSb -6.32948039 0.0
DyHg2 -2.11665507333 0.0
Hg -0.219265153333 0.0
YbHg2 -1.21013472667 0.0
PdO -5.053776835 0.0
Al2Ru -6.24358895667 0.0
YbBiPd -4.38584137667 0.0
ScCu2 -4.84364991 0.0
TbSi2 -5.69865357 0.0
ErCd2 -2.42709663 0.0
K2O -3.40264527667 1.942
Be2Zn -2.64114731667 0.0
YHg2 -2.75388547667 0.0
MnBr2 -4.90540595 1.627
GdNiBi -5.45607290333 0.361
SrN2 -6.60594525667 0.0
SrO2 -5.73585151667 3.152
ThAl2 -5.4178517 0.0
NbS2 -7.12124837333 0.0
FeCl2 -4.70960923333 0.0
GdAg2 -3.74782484333 0.0
LuNiBi -5.37111071333 0.277
HoNiBi -5.4212438 0.261
UN2 -10.67246846 1.044
ErPbAu -4.50613863333 0.0
CoCl2 -4.13006234667 0.206
TaSe2 -7.06678864333 0.0
PbI2 -2.90972079667 2.389
Ba2N -4.45484502333 0.0
TiNiSb -6.31161856667 0.0
Zr2Au -7.20463985667 0.0
NiBr2 -3.31677353 0.615
ErSi2 -5.62873335 0.0
PIr2 -8.10756586667 0.0
NpBi -8.382966615 0.0
BaLiSi -3.26182568333 0.0
Na2Te -2.85797728667 2.357
TmNiBi -5.37182265333 0.272
Mn2Au -6.91168429333 0.0
ThCu2 -5.14724125 0.0
YGa2 -4.83703453333 0.0
Nb2C -10.2600012333 0.0
U2Ti -10.1989431333 0.0
MnSbIr -7.53497126 0.0
TmSi2 -5.57822748667 0.0
ErHg2 -2.07807981 0.0
MoSe2 -6.60791349 1.163
Na2S -3.3258253 2.628
ScH2 -5.03446807667 0.0
LuSnAu -4.74839413 0.0
SmGa2 -4.27576036667 0.0
Ti2Pd -7.3475287 0.0
ThAg2 -4.52748990667 0.0
UGa2 -5.85102613667 0.0
PtSe2 -4.72395824333 0.0
NdGa2 -4.30080899333 0.0
Th -7.41301719 0.0
Pr -4.68447158 0.0
NbSe2 -6.50533721667 0.0
HoSnAu -4.80393777 0.25
TbC2 -7.88078745333 0.0
K2Se -3.00222673 2.303
Sr -1.423244065 0.0
MnSnPt -6.70151231333 0.0
DyCd2 -2.45668877 0.0
HoNiSb -5.66982688 0.391
Te -3.09635329333 0.0
MnAu2 -5.29883603333 0.0
MgCl2 -3.5985263 5.632
V2H -7.22434798333 0.0
H2Se -2.62535002333 0.0
BaSbPt -4.97840755333 0.0
TiBr2 -4.72652465333 0.0
SrSbPt -4.91043174667 0.0
Li2Te -3.35515189 2.611
Rb -0.906505115 0.0
UC2 -10.0234484267 0.0
HoPbAu -4.52149435667 0.0
VS2 -6.55845601667 0.0
Li2O -4.75082124 5.091
VSbRu -7.64219681667 0.267
Ni2H -4.84784068333 0.0
K2Te -2.81212698667 2.398
Sn2Pt -5.14455821333 0.0
Al2Pt -5.41301955 0.0
CaSi2 -4.64594937667 0.0
PuB -9.957023495 0.0
NpB2 -9.16888996 0.0
LuSi2 -5.55434482 0.0
CrSe2 -5.94547460667 0.0
LuH2 -4.44331294 0.0
Hf2Pd -8.89005276667 0.0
Sr2N -4.44807887 0.0
LiAlGe -3.72020112333 0.0
BaSi2 -4.60006186667 0.0
HoH2 -4.47312444 0.0
UAu2 -6.22194 0.0
CuCl2 -2.93360622333 0.0
Zr2Zn -6.29378048333 0.0
ThCd2 -3.25721674333 0.0
VBr2 -4.88089825 1.044
TbPbAu -4.55783457333 0.0
O -4.75783419 0.0
TmC2 -7.83824807 0.0
ErC2 -7.86646417 0.0
ThPb -5.84170994 0.0
TiH2 -5.31305511667 0.0
SmNiAs -6.02786633333 0.0
EuHg2 -1.41887041 0.0
Be2B -4.68782351333 0.0
TiTe2 -5.36822954 0.0
Cu2Se -3.63224669333 0.0
Tb2C -6.41846919 0.0
HfTe2 -6.23991052333 0.0
LiMgBi -2.92415139333 0.795
YHSe -5.88597758 1.768
TaSe2 -7.06575287333 0.0
ScSnAu -5.29748927333 0.431
TiS2 -6.58832328333 0.0
AgB2 -4.87294526 0.0
NbH2 -5.84673993667 0.0
Rb -0.96141394 0.0
CaSi2 -4.58576037333 0.0
ErSb2 -4.46515633 0.0
CaAlSi -4.10834990333 0.0
BiTeI -3.26761879667 1.337
UO2 -9.43385191333 0.0
BaO2 -5.77516948333 2.349
Na2O -3.73588176667 2.219
VPd2 -6.69457363333 0.0
PuO2 -10.3055366667 0.0
CdHg2 -0.47425603 0.0
TmSnAu -4.75284271 0.0
In2Bi -3.10591097333 0.0
AlRe2 -9.78669499667 0.0
VI2 -4.44970002667 0.925
HfSbRu -8.29815025333 0.0
Cd2Hg -0.694983293333 0.0
PtS2 -5.10680898333 0.644
TbAu2 -4.57976696333 0.0
SrGe2 -4.13933482 0.0
NbS2 -7.13094106667 0.0
GdNiSb -5.68841612667 0.357
ZrS2 -7.11105490667 1.077
BaGa2 -3.13341799333 0.0
MgCl2 -3.59828441333 5.607
EuZnGe -3.22797606667 0.0
TiSnPt -6.76019257333 0.85
Li -1.89660627 0.0
OsC2 -9.29365452667 0.0
SrGa2 -3.08311156 0.0
TiSbRu -7.47582406667 0.0
MgH2 -2.84172522333 0.0
TiS2 -5.31778722333 0.0
LaC2 -7.95371914333 0.0
HoSb2 -4.47311440667 0.0
TbH2 -4.48465896 0.0
MgBr2 -3.11061125 4.627
Fe2C -7.48147507667 0.0
Al2Pd -4.84128106667 0.0
Te2Pd -4.15541287333 0.0
Tb -4.62935085667 0.0
TiH2 -5.31119324333 0.0
VCoSb -6.90363956 0.0
LiGaSi -3.61878958 0.404
SrF2 -5.73824178333 7.434
SrCl2 -4.27889739333 5.526
TmH2 -4.43695239 0.0
PRh2 -7.41178290667 0.0
Ge2W -7.33571165 0.0
YbH2 -3.31442389333 0.0
CaSi2 -4.66474501 0.0
Be2C -5.80969329 1.413
SrAlSi -4.01618596667 0.0
MgCuSb -3.40821469333 0.0
HfBe2 -5.98930186333 0.0
YH2 -5.11134283 0.0
MgSnAu -3.38643883667 0.0
LiO2 -3.90122734667 0.0
Ho -4.57679364667 0.0
PaO2 -9.23697899333 0.0
EuGa2 -3.25729394667 0.0
SnS2 -4.45992491333 1.541
ZrH2 -5.65192874667 0.0
AgI -2.08872641 0.575
YbSbPt -4.85995875333 0.0
LuC2 -7.84524083 0.0
TaS2 -7.75169847 0.0
TaSbRu -8.77174656667 0.832
TiPd2 -6.65996675667 0.0
DyB2 -6.54768291 0.0
Sm -4.71096700333 0.0
TiSi2 -6.56293593 0.0
AsRh2 -6.87443507667 0.0
HoHSe -5.25325771667 1.785
TaCoSb -7.82155662667 0.0
TaH2 -6.30269192667 0.0
ThH2 -5.20907219333 0.0
Zr2Cd -6.12091828667 0.0
BaAlSi -4.08120117333 0.0
BeAlB -4.77876422667 0.0
Ba2Hg -1.75766134667 0.0
YbC2 -6.70960697333 1.124
UC2 -10.0234535267 0.0
NbPt2 -8.09874335667 0.0
ReSi2 -7.93951407667 0.0
FeCl2 -4.70827185 0.0
SrAlGe -3.82011839333 0.0
NbSbRh -7.50930105667 0.0
VH2 -5.43347727333 0.0
TaPd2 -7.86419206667 0.0
MnSnIr -7.00816629 0.0
BeAu2 -3.56431835667 0.0
CeBiPd -5.60679758333 0.475
CrNiSb -6.439324 0.0
NbS2 -7.09275923333 0.0
ThZn2 -3.57987665667 0.0
NdHg2 -2.21963211 0.0
Al2O -4.05295334 0.0
Ta2N -11.4871914933 0.0
LiCeSn -4.07386168 0.0
ZrSbRu -7.85554776333 0.0
NbCoSb -7.32114718333 0.0
Ag2F -3.21628208667 0.0
Al2Au -4.01018512 0.0
ZrH2 -5.66088932 0.0
UP -9.31268673 0.0
ErSbPd -5.74090540333 0.38
MgNiBi -3.94257758667 0.0
MnI2 -4.47429997667 1.157
BaAlGe -3.90059852 0.0
Bi2Pd -4.63926745667 0.0
Zr2Cu -7.07340998667 0.0
PuH2 -7.3597863 0.0
TmNiSb -5.62998512667 0.406
CoSi2 -6.45454875 0.0
Mo2C -9.76652373333 0.0
SiO2 -6.63679955333 2.245
ZrBe2 -5.51335037 0.0
LaC2 -7.95368233 0.0
Dy2C -6.42382490667 0.0
NpSb -8.70362213 0.0
KCN -6.43471113 5.01
NbTe2 -5.88226627667 0.0
ThNi2 -6.62212544 0.0
CuBr2 -2.62835527333 0.0
Te2Au -3.2551763 0.0
PbF2 -4.86366167667 4.418
NdBiPd -5.61897133333 0.347
TbO2 -7.5638289 0.0
NiI2 -2.97554973667 0.186
AlAu2 -3.73663361333 0.0
YC2 -8.49207761667 0.0
DyAg2 -3.74400662 0.0
NpSb -8.700793215 0.0
DySb2 -4.48466426333 0.0
CeGa2 -4.30223250667 0.0
SiCN -6.11080942333 0.0
Rb2Se -2.86823397333 1.964
Ti2Cu -6.52971448333 0.0
PrH2 -4.45876964333 0.0
Cu2Se -3.61439305333 0.0
GdB2 -6.49289136667 0.0
TiS2 -6.58743015333 0.0
Zr2Pd -7.91169873667 0.0
USnPt -7.61892243 0.0
HoSbPt -6.14404969 0.386
TmI2 -3.64499355667 0.0
GdSnAu -4.84242196667 0.215
HoC2 -7.86967357333 0.0
Li2Pd -3.38192995 0.0
BaO2 -5.63634493667 1.994
YBiPd -6.18352993 0.0
UHg2 -3.84907934667 0.0
LaGa2 -4.36755141333 0.0
OsN2 -8.9924268 0.0
YbBiPt -4.73592292333 0.0
YbC2 -6.70958626667 1.124
Ag2O -3.50702843333 0.0
BaC2 -6.69220197 1.681
Ni2H -4.84660633667 0.0
BaSi2 -4.13844249 0.0
ScAg2 -4.29814688667 0.0
CdCl2 -2.61181591667 3.464
Ti3Ag -6.426878495 0.0
Rb2O -3.19732820667 1.637
MnSbPt -6.40389376333 0.0
HCN -6.64834566333 6.566
HgO -2.765796305 0.0
BaCl2 -4.42966912333 5.688
ScNiSb -6.24833786333 0.438
UC2 -9.37704806333 0.0
ZnNiSb -3.89015175 0.0
CSO -6.60464247667 4.762
WS2 -7.88411109 1.422
PrSn3 -4.7015883625 0.0
LuC2 -7.84524109333 0.0
HoB2 -6.57062926333 0.0
TbSn3 -4.59649566 0.0
LuAg2 -3.73761287 0.0
ThGa2 -5.12588690667 0.0
YbBiAu -3.26866868667 0.0
TaNi2 -8.00197191 0.0
GdC2 -7.88194474 0.0
CePt3 -6.485828475 0.0
PrTl3 -3.276039325 0.0
Fe2Ge -6.86931011667 0.0
PrGa2 -4.30478217 0.0
HgF2 -2.74623393333 1.162
MgCuSn -3.27138173667 0.0
ErH2 -4.46902027667 0.0
TmAg3 -3.360572595 0.0
HfSnPt -6.94596560333 0.0
KO2 -4.46282935 0.0
Li3Bi -2.98044464 0.595
SmSnAu -4.85534907333 0.0
Te2Pt -4.50937157667 0.0
ZnFeSb -4.08664682667 0.0
TiPd2 -6.65159807333 0.0
Ta2C -11.57963161 0.0
Hf2Ag -7.69864324333 0.0
ErGa2 -4.15046980333 0.0
La -4.92246625 0.0
MnBr2 -4.90827649333 1.722
TiS2 -6.14035146 0.0
Li2InPd -3.427783825 0.0
RbO2 -4.39705382 0.0
YbSbPd -3.82924964 0.0
YNiSb -6.29569680333 0.57
Ti2Ag -6.1770003 0.0
HfAu2 -6.05728451333 0.0
Cs2O -3.18771104667 1.251
ErAg2 -3.74395248 0.0
AlCu3 -3.8909277975 0.0
NpO2 -10.11348098 2.612
Rb2S -3.02536698667 2.209
Gd -4.65358070667 0.0
MgCN2 -7.4774847825 3.771
ThSn3 -5.299651505 0.0
LuPb3 -4.08497402 0.0
Li2AlPd -3.7151127525 0.0
YbCuGe -3.63787162333 0.0
LiZn -1.802984195 0.0
HfIr3 -9.93347299 0.0
NiS2 -4.40443478 0.0
In2Pt -4.32264275667 0.0
PrPt3 -6.5386348225 0.0
AuSe -3.462942935 0.0
CrCoPt2 -7.3103250825 0.0
Te2Au -3.25528817667 0.0
Ti3Sn -7.08566495 0.0
Pr3Tl -4.3876115275 0.0
ThPb -5.841692705 0.0
Hf2Cu -8.03656861 0.0
YbAg2 -2.73036551 0.0
AcH2 -4.19070911667 0.0
NbFeSb -7.85692636333 0.624
NbSbRu -8.22527716 0.465
TcB -8.6438331825 0.0
LaCu2 -4.34470584 0.0
Ti2Cd -5.55390326667 0.0
U2Mo -11.0681209033 0.0
LuPd3 -5.9486464725 0.0
NpRh3 -9.0415270875 0.0
NpSn3 -6.3778371675 0.0
MoS2 -7.22743778333 1.343
ZrPd2 -7.05804203 0.0
LuTl3 -3.0243581075 0.0
Hg -0.219264176667 0.0
TiCl2 -5.20839127333 0.0
CaSn -3.6490393025 0.0
YbSn3 -3.8287301825 0.0
MnSbPd -6.20496574333 0.0
PuGe3 -7.414044425 0.0
DyCd2 -2.45625183333 0.0
SmSn3 -4.6587673475 0.0
Ga2Pt -4.62477020667 0.0
NbSe2 -6.53085422 0.0
MgCuBi -3.23232184333 0.0
CeHg2 -2.23149346333 0.0
CeC2 -7.82012758667 0.0
CuI -2.5306111225 0.0
Np3Sn -10.46741453 0.0
USn3 -5.956593165 0.0
YSn3 -5.0464286825 0.0
LiCu2Si -3.9137738975 0.0
Pd3Au -4.7532277325 0.0
CoO2 -5.65735398 1.031
CeC2 -7.82010914 0.0
TlN -4.431929915 0.0
PtO2 -5.75640525667 1.415
KrF2 -1.25117848 2.783
Ge2Mo -6.84208151 0.0
CeGeAu -4.89605853667 0.0
GdAu2 -4.57805551 0.0
TbCd2 -2.47274083333 0.0
LuAu2 -4.57610102 0.0
NbAlCo2 -7.428204015 0.0
TaAlCo2 -7.9174009325 0.0
NiTe2 -4.17528241333 0.0
HoAg2 -3.7418096 0.0
AlCrCu2 -5.17437785 0.0
Li2InPt -3.7273604325 0.0
LiAl2Pd -4.27924294 0.0
LiCu2Ge -3.676763705 0.0
CuPt -5.05506238 0.0
CrBr2 -4.8972389 0.295
TaCo3 -8.5181738225 0.0
MgPd3 -4.7543143075 0.0
LuPt3 -6.7636528225 0.0
CrS2 -6.44157951333 0.0
MoPt2 -8.01787053333 0.0
AlNi3 -5.55004762 0.0
HoNiC2 -7.48498061 0.0
Li2AlPt -4.10752717 0.0
PdAu3 -3.821871245 0.0
Ba2Cd -1.81955764333 0.0
YAg2 -4.37054324 0.0
Li2AlRh -4.1985899175 0.0
SrBi3 -3.8996026375 0.0
ZrZn -4.75757011 0.0
UN -11.12147127 0.0
HCN -6.64523035667 6.253
CeBiPt -5.95323894 0.322
LuPb2 -4.10710956667 0.0
Hf2Tl -7.36518583333 0.0
YNiBi -6.05541331333 0.381
NbS2 -7.13141900333 0.0
NbCoSn -6.38330954333 0.0
LaHg2 -2.32821854333 0.0
HfNiSn -6.25702844 0.0
XeF2 -1.68799004667 2.232
Ho2C -6.43024627 0.0
Sm -4.70372495333 0.0
YCd2 -3.10029089667 0.0
GeI2 -2.77630729333 1.911
NiS2 -3.77599234333 0.0
GdCd2 -2.48820532667 0.0
EuHg2 -1.41588483667 0.0
ZrSnPd -6.16329699333 0.0
EuC2 -6.85937452667 1.264
EuF2 -6.16685178333 7.938
YPbAu -5.17004189333 0.0
Ca2N -4.86746843333 0.0
DyHg2 -2.11577594667 0.0
CsO2 -4.37095683333 0.0
CrI2 -4.48173463333 0.0
UAu2 -6.22197111 0.0
NiO2 -4.62952349 1.249
Ta2H -9.14508891667 0.0
NiCl2 -3.67449854333 0.961
PrC2 -7.84234305333 0.0
NdC2 -7.85666068333 0.0
EuGe2 -4.38657571667 0.0
HfCoSb -6.82406071333 0.0
TiCoSn -5.98345313333 0.0
NdI2 -3.90932766 0.0
NbS2 -7.13090812667 0.0
YbNiSb -4.37172520667 0.0
HoGeAu -4.90896113667 0.256
PaC2 -9.58092998333 0.0
BaSiC -4.93632115667 0.365
Ba2Zn -1.84114908667 0.0
ThNiSn -6.35913957333 0.316
UNiSn -7.07705946333 0.0
TiFeSn -6.29229255333 0.0
TaS2 -7.7448862 0.0
SrC2 -6.68126745 1.878
SiTe2 -3.85020956333 0.0
SmC2 -7.86987286667 0.0
VPt2 -7.55471500333 0.0
HoSbPd -5.35141897333 0.495
ZrSe2 -6.50398124333 0.641
W2C -11.6598319667 0.0
PbO2 -5.26472496667 0.0
VNi2 -6.92966817333 0.0
DyNiBi -5.43367192 0.383
DyBiPt -5.94883855333 0.0
ErBiPt -5.92724812333 0.0
CsO -3.9018003325 1.902
TmGe -5.3887435025 0.0
NaCuO2 -4.36146301 0.749
CrGaCo2 -6.7935034275 0.0
TlCrTe2 -4.7932261325 0.0
ScAgSe2 -5.1276203475 0.846
TaCuN2 -8.59600765 0.672
K3Bi -2.196118335 0.402
TiTe -5.8118765925 0.0
SrSn -3.524811425 0.0
GaFe2Co -6.7372703725 0.0
ZrNi -7.5126938625 0.0
CuBi -3.78719392 0.0
ZrAlCo2 -7.1376859625 0.0
GaFeCo2 -6.6191904875 0.0
Li2ZnSn -2.53854047 0.0
CeMgZn2 -2.5372973675 0.0
TiFe2Sn -7.367813985 0.0
NaNbN2 -7.7312405925 0.946
LiIn2Ir -4.373592615 0.0
AlCrNi2 -6.36570389 0.0
ThIr -9.15049355 0.0
PrNiC2 -7.429047885 0.0
ThRu -8.8420476875 0.0
NdNiC2 -7.44711473 0.0
LiIn2Pd -3.5957971475 0.0
LiO3 -4.785588255 0.0
HfNi -8.2800248925 0.0
DyNiC2 -7.4870142625 0.0
LuNi2Sn -5.4470796975 0.0
TiNi -7.0408812825 0.0
AlCuO2 -6.094408925 2.332
RbNdO2 -6.4638162925 3.697
HfAlCu2 -5.611622365 0.0
TiMo3 -10.2198744675 0.0
GaCuO2 -5.1729337225 1.336
RbSmO2 -6.5022734175 3.774
ZrAg -5.80953356 0.0
ErNiC2 -7.485109965 0.0
TaGaCo2 -7.6191689975 0.0
LiIn2Rh -4.0846336325 0.0
Eu2PBr -4.422838125 1.403
MnAlCu2 -5.1805362275 0.0
Eu2PI -4.2334543125 1.479
HfPt -9.1557885725 0.0
FeCuO2 -5.6850630275 1.003
RbGdO2 -6.544279985 3.755
LiInSe2 -3.7014234125 1.169
Zr3Ag -7.0868240175 0.0
TbBr -4.3489977075 0.0
Np3Tl -9.7495297175 0.0
YbAgO2 -5.1185502 0.0
Re3Ru -11.6770552225 0.0
ScAlCu2 -4.7913623875 0.0
LuSnPd2 -5.62299744 0.0
Sr2IN -4.3990021375 2.048
TiAlCo2 -7.0428369575 0.0
TiAlCu2 -5.033789515 0.0
TiCo2Sn -6.860502745 0.0
NaCrSe2 -5.251695695 0.831
VCo2Sn -6.8582722775 0.0
LiNiO2 -4.9234219075 0.0
Li2BiAu -3.2274589975 0.0
PbO -5.434826035 1.276
YPd -6.7338236125 0.0
NaNiO2 -4.6212992875 0.43
Nd -4.762916335 0.0
ZrAlCu2 -5.2848412925 0.0
YBiPd2 -5.964106815 0.0
LiAl2Pt -4.69208329 0.0
TbAu -4.8271698475 0.0
ZrCo2Sn -7.07052886 0.0
LiAl2Rh -4.878276065 0.0
PrPt -6.5283220425 0.0
MnCu2Sn -5.0329733925 0.0
TiAu -5.9300986275 0.0
FeCo2Ge -6.94967437 0.0
TmAu -4.773473585 0.0
DyAl3 -4.38031917 0.0
NaVS2 -5.6321051475 0.0
TeRh -5.5263014725 0.0
NaFeO2 -5.8863691875 1.679
CdAu -2.266979535 0.0
NaYS2 -5.862435275 2.395
NdMg3 -2.4713697625 0.0
Rb3Bi -2.0453991275 0.243
NaVSe2 -5.15451039 0.0
NbAlRu2 -8.7054783725 0.0
CdTe -2.482272455 0.918
HfCd -5.5113888375 0.0
Cu3Pt -4.441809855 0.0
CdAu3 -2.8109571 0.0
HfNi2Sn -6.77718005 0.0
MgNi2Sb -4.45699399 0.0
MgNi2Sn -4.468536965 0.0
InSe -3.62426936 0.707
NaCuO2 -4.358921885 0.873
TbTl3 -3.1587432825 0.0
LiGeRh2 -5.9260027825 0.0
Pu2Mg -9.32583812667 0.0
CeInAu2 -4.1814271475 0.0
KPrO2 -6.5195253025 3.737
NbN -10.245207205 0.0
InP -4.2844726725 0.73
Si -5.4135123925 0.43
ZrAl3 -5.40667592 0.0
RbDyO2 -6.5643427525 3.704
ScTe -5.90661973 0.0
HfGaCo2 -7.2823815025 0.0
RbHoO2 -6.572125495 3.854
ReO3 -8.398945955 0.0
Zn2CuAu -2.526565695 0.0
PrMg3 -2.480239065 0.0
ErPt3 -6.736850305 0.0
CuAsSe2 -3.868588815 0.399
ErSnPd2 -5.6234923925 0.0
Fe -7.54799581333 0.0
YAu -5.7515152475 0.0
MnGa2Co -5.6672302225 0.0
HfRh3 -8.69910889 0.0
TiCo3 -7.52350625 0.0
Cu3N -4.5796421525 0.56
SmAu -4.828578195 0.0
Na3N -2.8368666925 0.0
Ce3Al -4.6757821175 0.0
CePd3 -5.80293888 0.0
LiAl -3.0072960675 0.0
TiZn3 -3.08335475 0.0
HoAl3 -4.3727548875 0.0
GaNi3 -5.2304232075 0.0
Cu3Pd -4.1860861325 0.0
LiAl3 -3.38312259 0.0
CaSn3 -3.8938447375 0.0
UPb -7.155298575 0.0
NiS2 -4.26209594 0.0
IrC2 -7.63550161333 0.0
ZrTe2 -5.82395947667 0.0
AlCrFe2 -7.6176400125 0.0
NaNO2 -5.748942935 2.453
RbEuO2 -5.08404042 0.0
PtO -5.738155725 0.0
NaVS2 -5.61637683 0.0
LaI2 -4.08881835333 0.0
AgTe3 -3.0837329975 0.0
OsC -9.2970561725 0.0
CrGaP2 -5.930114855 0.0
AgAsSe2 -3.69382546 0.0
ThTl3 -3.7837807675 0.0
PaRh3 -8.7256942975 0.0
UO3 -8.677176425 2.536
